state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
chattisgarh,raigarh,raigarh,tomato,other,faq,2023-07-28,9500.0,10000.0,9500.0
chattisgarh,raipur,abhanpur,paddy(dhan)(common),i.r.-64,faq,2023-07-28,2100.0,2100.0,2100.0
chattisgarh,rajnandgaon,rajnandgaon,apple,apple,medium,2023-07-28,14000.0,18000.0,16000.0
chattisgarh,rajnandgaon,rajnandgaon,banana,banana - ripe,medium,2023-07-28,3000.0,6000.0,4500.0
chattisgarh,rajnandgaon,rajnandgaon,bhindi(ladies finger),bhindi,faq,2023-07-28,2000.0,3000.0,2500.0
chattisgarh,rajnandgaon,rajnandgaon,bitter gourd,bitter gourd,faq,2023-07-28,2400.0,2800.0,2600.0
chattisgarh,rajnandgaon,rajnandgaon,brinjal,brinjal,faq,2023-07-28,1900.0,2500.0,2200.0
chattisgarh,rajnandgaon,rajnandgaon,cabbage,cabbage,faq,2023-07-28,1200.0,1600.0,1400.0
chattisgarh,rajnandgaon,rajnandgaon,capsicum,capsicum,faq,2023-07-28,4500.0,5500.0,5000.0
chattisgarh,rajnandgaon,rajnandgaon,lemon,lemon,faq,2023-07-28,2000.0,3000.0,2500.0
chattisgarh,rajnandgaon,rajnandgaon,mango,badami,medium,2023-07-28,5000.0,7000.0,6000.0
chattisgarh,rajnandgaon,rajnandgaon,onion,onion,faq,2023-07-28,1600.0,2000.0,1800.0
chattisgarh,rajnandgaon,rajnandgaon,potato,potato,faq,2023-07-28,1400.0,1800.0,1600.0
chattisgarh,rajnandgaon,rajnandgaon,raddish,raddish,faq,2023-07-28,1200.0,1600.0,1400.0
chattisgarh,surajpur,pratappur,maize,local,faq,2023-07-28,2000.0,2000.0,2000.0
chattisgarh,surajpur,surajpur,maize,fine,faq,2023-07-28,1965.0,1965.0,1965.0
gujarat,amreli,amreli,arhar (tur/red gram)(whole),hybrid,faq,2023-07-28,4000.0,8255.0,8250.0
gujarat,amreli,amreli,bengal gram(gram)(whole),other,faq,2023-07-28,3255.0,4975.0,4900.0
gujarat,amreli,amreli,castor seed,castor seed,faq,2023-07-28,5850.0,6110.0,6000.0
gujarat,amreli,amreli,corriander seed,coriander seed,faq,2023-07-28,4250.0,8060.0,6690.0
gujarat,amreli,amreli,cotton,other,faq,2023-07-28,4500.0,7300.0,6895.0
gujarat,amreli,amreli,green gram (moong)(whole),hybrid,faq,2023-07-28,7100.0,7500.0,7500.0
gujarat,amreli,amreli,ground nut seed,ground nut seed,faq,2023-07-28,10150.0,11975.0,11150.0
gujarat,amreli,amreli,groundnut,big (with shell),faq,2023-07-28,5750.0,9015.0,8510.0
gujarat,amreli,amreli,groundnut,bold,faq,2023-07-28,6500.0,8650.0,8170.0
gujarat,amreli,amreli,groundnut (split),groundnut(split),faq,2023-07-28,7375.0,10150.0,9850.0
gujarat,amreli,amreli,jowar(sorghum),jowar ( white),faq,2023-07-28,4200.0,4635.0,4375.0
gujarat,amreli,amreli,"sesamum(sesame,gingelly,til)",black,faq,2023-07-28,13310.0,17325.0,16250.0
gujarat,amreli,amreli,"sesamum(sesame,gingelly,til)",red,faq,2023-07-28,17250.0,17405.0,17380.0
gujarat,amreli,amreli,"sesamum(sesame,gingelly,til)",white,faq,2023-07-28,8500.0,18000.0,17000.0
gujarat,amreli,amreli,soyabean,soyabeen,faq,2023-07-28,3500.0,4750.0,4700.0
gujarat,amreli,amreli,wheat,lokwan,faq,2023-07-28,2490.0,2580.0,2555.0
gujarat,amreli,amreli,wheat,rajasthan tukdi,faq,2023-07-28,2305.0,2790.0,2480.0
gujarat,amreli,babra,cotton,other,faq,2023-07-28,7025.0,7325.0,7175.0
gujarat,amreli,babra,groundnut,other,faq,2023-07-28,6175.0,6875.0,6825.0
gujarat,amreli,bagasara,arhar (tur/red gram)(whole),777 new ind,faq,2023-07-28,8525.0,8525.0,8525.0
gujarat,amreli,bagasara,bengal gram(gram)(whole),average (whole),faq,2023-07-28,4275.0,4900.0,4585.0
gujarat,amreli,bagasara,corriander seed,"a-1, green",faq,2023-07-28,6050.0,6975.0,6510.0
gujarat,amreli,bagasara,cotton,other,faq,2023-07-28,5000.0,6700.0,5850.0
gujarat,amreli,bagasara,jowar(sorghum),annigeri,faq,2023-07-28,2100.0,4625.0,3360.0
gujarat,amreli,damnagar,bhindi(ladies finger),bhindi,faq,2023-07-28,3500.0,4000.0,3750.0
gujarat,amreli,damnagar,brinjal,other,faq,2023-07-28,3250.0,4050.0,3700.0
gujarat,amreli,damnagar,cabbage,cabbage,faq,2023-07-28,1400.0,2000.0,1850.0
gujarat,amreli,damnagar,cauliflower,cauliflower,faq,2023-07-28,6500.0,7000.0,6850.0
gujarat,amreli,damnagar,coriander(leaves),coriander,faq,2023-07-28,6300.0,7000.0,6750.0
gujarat,amreli,damnagar,ginger(green),green ginger,faq,2023-07-28,13000.0,16000.0,15500.0
gujarat,amreli,damnagar,green chilli,green chilly,faq,2023-07-28,3450.0,4000.0,3800.0
gujarat,amreli,damnagar,guar,gwar,faq,2023-07-28,6400.0,7000.0,6750.0
gujarat,amreli,damnagar,lemon,lemon,faq,2023-07-28,1250.0,2000.0,1600.0
gujarat,amreli,damnagar,tomato,local,faq,2023-07-28,10000.0,13000.0,12500.0
gujarat,amreli,savarkundla,bajra(pearl millet/cumbu),deshi,faq,2023-07-28,1800.0,2205.0,2003.0
gujarat,amreli,savarkundla,bengal gram(gram)(whole),average (whole),faq,2023-07-28,4300.0,4885.0,4593.0
gujarat,amreli,savarkundla,cotton,narma bt cotton,faq,2023-07-28,6450.0,7355.0,6903.0
gujarat,amreli,savarkundla,groundnut,big (with shell),faq,2023-07-28,7000.0,7815.0,7408.0
gujarat,amreli,savarkundla,jowar(sorghum),jowar ( white),faq,2023-07-28,2500.0,4700.0,3600.0
gujarat,amreli,savarkundla,"sesamum(sesame,gingelly,til)",black,faq,2023-07-28,13500.0,16650.0,15075.0
gujarat,amreli,savarkundla,"sesamum(sesame,gingelly,til)",white,faq,2023-07-28,15000.0,18200.0,16600.0
gujarat,amreli,savarkundla,wheat,bansi,faq,2023-07-28,2350.0,2655.0,2503.0
gujarat,amreli,savarkundla,wheat,lokwan,faq,2023-07-28,2300.0,2620.0,2460.0
gujarat,banaskanth,deesa,bajra(pearl millet/cumbu),other,faq,2023-07-28,1755.0,2392.5,2225.0
gujarat,banaskanth,deesa,castor seed,other,faq,2023-07-28,6226.25,6366.25,6325.0
gujarat,banaskanth,deesa,groundnut,other,faq,2023-07-28,6255.0,7355.0,7000.0
gujarat,banaskanth,deesa,guar seed(cluster beans seed),other,faq,2023-07-28,5280.0,5925.0,5750.0
gujarat,banaskanth,deesa,mustard,other,faq,2023-07-28,5155.0,5425.0,5305.0
gujarat,banaskanth,deesa,wheat,other,faq,2023-07-28,2105.0,2195.0,2175.0
gujarat,banaskanth,deesa(bhildi),bajra(pearl millet/cumbu),other,faq,2023-07-28,2000.0,2410.0,2250.0
gujarat,banaskanth,deesa(bhildi),castor seed,other,faq,2023-07-28,6305.0,6355.0,6350.0
gujarat,banaskanth,deesa(bhildi),rajgir,other,faq,2023-07-28,11500.0,12175.0,12000.0
gujarat,banaskanth,deesa(bhildi),wheat,other,faq,2023-07-28,2150.0,2210.0,2200.0
gujarat,banaskanth,deesa(deesa veg yard),apple,other,medium,2023-07-28,21000.0,22500.0,21750.0
gujarat,banaskanth,deesa(deesa veg yard),banana,other,medium,2023-07-28,2750.0,3400.0,3075.0
gujarat,banaskanth,deesa(deesa veg yard),bhindi(ladies finger),other,faq,2023-07-28,1500.0,2200.0,1850.0
gujarat,banaskanth,deesa(deesa veg yard),bottle gourd,other,faq,2023-07-28,1750.0,2050.0,1900.0
gujarat,banaskanth,deesa(deesa veg yard),brinjal,other,faq,2023-07-28,3000.0,3700.0,3350.0
gujarat,banaskanth,deesa(deesa veg yard),cabbage,other,faq,2023-07-28,2000.0,2650.0,2325.0
gujarat,banaskanth,deesa(deesa veg yard),cauliflower,other,faq,2023-07-28,3500.0,4000.0,3750.0
gujarat,banaskanth,deesa(deesa veg yard),chikoos(sapota),other,medium,2023-07-28,8000.0,9000.0,8500.0
gujarat,banaskanth,deesa(deesa veg yard),coriander(leaves),other,faq,2023-07-28,7000.0,8000.0,7500.0
gujarat,banaskanth,deesa(deesa veg yard),cucumbar(kheera),other,faq,2023-07-28,1000.0,1650.0,1325.0
gujarat,banaskanth,deesa(deesa veg yard),gram raw(chholia),other,faq,2023-07-28,8000.0,9050.0,8525.0
gujarat,banaskanth,deesa(deesa veg yard),green chilli,other,faq,2023-07-28,5000.0,6250.0,5625.0
gujarat,banaskanth,deesa(deesa veg yard),guar,other,faq,2023-07-28,7000.0,8250.0,7625.0
gujarat,banaskanth,deesa(deesa veg yard),lemon,other,faq,2023-07-28,2500.0,3150.0,2825.0
gujarat,banaskanth,deesa(deesa veg yard),mousambi(sweet lime),other,medium,2023-07-28,1250.0,5150.0,3200.0
gujarat,banaskanth,deesa(deesa veg yard),onion,other,faq,2023-07-28,700.0,1350.0,1025.0
gujarat,banaskanth,deesa(deesa veg yard),onion green,other,faq,2023-07-28,4000.0,4600.0,4300.0
gujarat,banaskanth,deesa(deesa veg yard),orange,other,medium,2023-07-28,11000.0,12150.0,11575.0
gujarat,banaskanth,deesa(deesa veg yard),pointed gourd (parval),other,faq,2023-07-28,3500.0,4000.0,3750.0
gujarat,banaskanth,deesa(deesa veg yard),pomegranate,other,medium,2023-07-28,10000.0,11250.0,10625.0
gujarat,banaskanth,deesa(deesa veg yard),potato,other,faq,2023-07-28,500.0,1300.0,900.0
gujarat,banaskanth,deesa(deesa veg yard),ridgeguard(tori),other,faq,2023-07-28,3500.0,4500.0,4000.0
gujarat,banaskanth,deesa(deesa veg yard),tomato,other,faq,2023-07-28,9000.0,10350.0,9675.0
gujarat,banaskanth,dhanera,bajra(pearl millet/cumbu),hybrid,faq,2023-07-28,1615.0,2755.0,2185.0
gujarat,banaskanth,dhanera,castor seed,other,faq,2023-07-28,6250.0,6400.0,6325.0
gujarat,banaskanth,dhanera,guar seed(cluster beans seed),other,faq,2023-07-28,5700.0,5700.0,5700.0
gujarat,banaskanth,dhanera,methi seeds,other,faq,2023-07-28,6855.0,6855.0,6855.0
gujarat,banaskanth,dhanera,mustard,other,faq,2023-07-28,5150.0,5375.0,5260.0
gujarat,banaskanth,dhanera,wheat,other,faq,2023-07-28,2030.0,2030.0,2030.0
gujarat,banaskanth,palanpur,bajra(pearl millet/cumbu),deshi,faq,2023-07-28,1755.0,2255.0,2005.0
gujarat,banaskanth,palanpur,castor seed,castor seed,faq,2023-07-28,6280.0,6370.0,6325.0
gujarat,banaskanth,palanpur,groundnut,groundnut seed,faq,2023-07-28,6255.0,7700.0,6977.0
gujarat,banaskanth,palanpur,mustard,mustard,faq,2023-07-28,5105.0,5405.0,5255.0
gujarat,banaskanth,palanpur,rajgir,other,faq,2023-07-28,11955.0,12125.0,12040.0
gujarat,banaskanth,palanpur,wheat,other,faq,2023-07-28,2190.0,2275.0,2232.0
gujarat,banaskanth,panthawada,bajra(pearl millet/cumbu),deshi,faq,2023-07-28,1830.0,2105.0,1967.5
gujarat,banaskanth,panthawada,castor seed,castor seed,faq,2023-07-28,6310.0,6380.0,6345.0
gujarat,banaskanth,panthawada,mustard,other,faq,2023-07-28,5055.0,5310.0,5182.5
gujarat,banaskanth,panthawada,wheat,other,faq,2023-07-28,2250.0,2250.0,2250.0
gujarat,banaskanth,vav,cummin seed(jeera),other,faq,2023-07-28,45250.0,59505.0,52377.5
gujarat,bharuch,ankleshwar,bhindi(ladies finger),bhindi,faq,2023-07-28,2400.0,3500.0,3000.0
gujarat,bharuch,ankleshwar,bitter gourd,bitter gourd,faq,2023-07-28,3600.0,4500.0,4000.0
gujarat,bharuch,ankleshwar,bottle gourd,bottle gourd,faq,2023-07-28,2000.0,3000.0,2500.0
gujarat,bharuch,ankleshwar,brinjal,brinjal,faq,2023-07-28,3200.0,5000.0,4000.0
gujarat,bharuch,ankleshwar,cabbage,cabbage,faq,2023-07-28,600.0,1600.0,900.0
gujarat,bharuch,ankleshwar,cauliflower,cauliflower,faq,2023-07-28,1500.0,3500.0,2300.0
gujarat,bharuch,ankleshwar,cucumbar(kheera),cucumbar,faq,2023-07-28,1200.0,1600.0,1300.0
gujarat,bharuch,ankleshwar,drumstick,drumstick,faq,2023-07-28,3000.0,4000.0,3500.0
gujarat,bharuch,ankleshwar,ginger(green),green ginger,faq,2023-07-28,8500.0,13500.0,9500.0
gujarat,bharuch,ankleshwar,green chilli,green chilly,faq,2023-07-28,2500.0,7000.0,5000.0
gujarat,bharuch,ankleshwar,lemon,lemon,faq,2023-07-28,1500.0,2800.0,2500.0
gujarat,bharuch,ankleshwar,methi(leaves),methi,faq,2023-07-28,2500.0,5000.0,3500.0
gujarat,bharuch,ankleshwar,onion,medium,faq,2023-07-28,600.0,1700.0,1200.0
gujarat,bharuch,ankleshwar,pointed gourd (parval),pointed gourd (parval),faq,2023-07-28,2500.0,3000.0,2800.0
gujarat,bharuch,ankleshwar,potato,potato,faq,2023-07-28,1000.0,1800.0,1400.0
gujarat,bharuch,ankleshwar,tomato,tomato,faq,2023-07-28,7500.0,11000.0,9000.0
gujarat,bharuch,jambusar,arhar (tur/red gram)(whole),other,faq,2023-07-28,7400.0,8000.0,7600.0
gujarat,bharuch,jambusar,bajra(pearl millet/cumbu),other,faq,2023-07-28,2200.0,2600.0,2400.0
gujarat,bharuch,jambusar,castor seed,other,faq,2023-07-28,5200.0,5600.0,5400.0
gujarat,bharuch,jambusar,cotton,other,faq,2023-07-28,5600.0,6000.0,5800.0
gujarat,bharuch,jambusar,jowar(sorghum),other,faq,2023-07-28,2600.0,3000.0,2800.0
gujarat,bharuch,jambusar,maize,other,faq,2023-07-28,2000.0,2400.0,2200.0
gujarat,bharuch,jambusar,rice,other,faq,2023-07-28,3000.0,3600.0,3300.0
gujarat,bharuch,jambusar,wheat,other,faq,2023-07-28,2800.0,3400.0,3200.0
gujarat,bharuch,jambusar(kaavi),arhar (tur/red gram)(whole),other,faq,2023-07-28,7400.0,7800.0,7600.0
gujarat,bharuch,jambusar(kaavi),bajra(pearl millet/cumbu),other,faq,2023-07-28,2000.0,2400.0,2200.0
gujarat,bharuch,jambusar(kaavi),castor seed,other,faq,2023-07-28,5100.0,5500.0,5300.0
gujarat,bharuch,jambusar(kaavi),cotton,other,faq,2023-07-28,5400.0,5800.0,5600.0
gujarat,bharuch,jambusar(kaavi),jowar(sorghum),other,faq,2023-07-28,2400.0,2800.0,2600.0
gujarat,bharuch,jambusar(kaavi),maize,other,faq,2023-07-28,1800.0,2200.0,2000.0
gujarat,bharuch,jambusar(kaavi),rice,other,faq,2023-07-28,3200.0,3600.0,3400.0
gujarat,botad,botad(haddad),cotton,shanker 6 (b) 30mm fine,faq,2023-07-28,6500.0,7410.0,6955.0
gujarat,dahod,dahod,arhar (tur/red gram)(whole),arhar (whole),faq,2023-07-28,7600.0,8000.0,7800.0
gujarat,dahod,dahod,arhar (tur/red gram)(whole),other,faq,2023-07-28,7800.0,8200.0,8000.0
gujarat,dahod,dahod,bengal gram(gram)(whole),desi (whole),faq,2023-07-28,5050.0,5100.0,5075.0
gujarat,dahod,dahod,bengal gram(gram)(whole),other,faq,2023-07-28,5100.0,5250.0,5200.0
gujarat,dahod,dahod,black gram (urd beans)(whole),black gram (whole),faq,2023-07-28,6000.0,8000.0,7700.0
gujarat,dahod,dahod,castor seed,castor seed,faq,2023-07-28,5700.0,5800.0,5750.0
gujarat,dahod,dahod,castor seed,other,faq,2023-07-28,5500.0,5600.0,5550.0
gujarat,dahod,dahod,green gram (moong)(whole),green (whole),faq,2023-07-28,7500.0,8000.0,7800.0
gujarat,dahod,dahod,maize,white (safed),faq,2023-07-28,2050.0,2750.0,2600.0
gujarat,dahod,dahod,maize,yellow,faq,2023-07-28,2100.0,2280.0,2200.0
gujarat,dahod,dahod,paddy(dhan)(common),paddy coarse,faq,2023-07-28,1875.0,1900.0,1885.0
gujarat,dahod,dahod,paddy(dhan)(common),paddy fine,faq,2023-07-28,2050.0,2150.0,2100.0
gujarat,dahod,dahod,rice,coarse,faq,2023-07-28,4500.0,5500.0,5400.0
gujarat,dahod,dahod,soyabean,soyabeen,faq,2023-07-28,4900.0,5000.0,4950.0
gujarat,dahod,dahod,wheat,147 average,faq,2023-07-28,2640.0,2750.0,2700.0
gujarat,dahod,dahod,wheat,lokwan,faq,2023-07-28,2490.0,2625.0,2550.0
gujarat,dahod,dahod(veg. market),bhindi(ladies finger),bhindi,faq,2023-07-28,1500.0,2400.0,2000.0
gujarat,dahod,dahod(veg. market),bitter gourd,bitter gourd,faq,2023-07-28,2000.0,3250.0,2500.0
gujarat,dahod,dahod(veg. market),bottle gourd,bottle gourd,faq,2023-07-28,1000.0,3000.0,2500.0
gujarat,dahod,dahod(veg. market),brinjal,brinjal,faq,2023-07-28,1000.0,2800.0,2000.0
gujarat,dahod,dahod(veg. market),cabbage,cabbage,faq,2023-07-28,1000.0,2200.0,1500.0
gujarat,dahod,dahod(veg. market),carrot,carrot,faq,2023-07-28,6500.0,7500.0,7000.0
gujarat,dahod,dahod(veg. market),cauliflower,cauliflower,faq,2023-07-28,2000.0,6000.0,4000.0
gujarat,dahod,dahod(veg. market),coriander(leaves),coriander,faq,2023-07-28,5000.0,9000.0,7500.0
gujarat,dahod,dahod(veg. market),cucumbar(kheera),cucumbar,faq,2023-07-28,1500.0,3000.0,2500.0
gujarat,dahod,dahod(veg. market),drumstick,other,faq,2023-07-28,2500.0,4000.0,3500.0
gujarat,dahod,dahod(veg. market),elephant yam (suran),other,faq,2023-07-28,2500.0,4000.0,3500.0
gujarat,dahod,dahod(veg. market),ginger(green),green ginger,faq,2023-07-28,14000.0,16500.0,15000.0
gujarat,dahod,dahod(veg. market),green chilli,green chilly,faq,2023-07-28,2500.0,6500.0,4000.0
gujarat,dahod,dahod(veg. market),lemon,other,faq,2023-07-28,3000.0,5000.0,4000.0
gujarat,dahod,dahod(veg. market),little gourd (kundru),other,faq,2023-07-28,2000.0,3750.0,2500.0
gujarat,dahod,dahod(veg. market),mint(pudina),mint(pudina),faq,2023-07-28,2500.0,4000.0,3500.0
gujarat,dahod,dahod(veg. market),onion,onion,faq,2023-07-28,700.0,1800.0,1000.0
gujarat,dahod,dahod(veg. market),onion green,onion green,faq,2023-07-28,4000.0,5000.0,4500.0
gujarat,dahod,dahod(veg. market),pointed gourd (parval),other,faq,2023-07-28,2000.0,4000.0,2500.0
gujarat,dahod,dahod(veg. market),potato,potato,faq,2023-07-28,1000.0,1500.0,1250.0
gujarat,dahod,dahod(veg. market),pumpkin,pumpkin,faq,2023-07-28,1000.0,1600.0,1250.0
gujarat,dahod,dahod(veg. market),ridgeguard(tori),ridgeguard(tori),faq,2023-07-28,1500.0,4000.0,2500.0
gujarat,dahod,dahod(veg. market),tomato,tomato,faq,2023-07-28,4000.0,9500.0,7000.0
gujarat,gandhinagar,dehgam,bajra(pearl millet/cumbu),other,faq,2023-07-28,2255.0,2325.0,2290.0
gujarat,gandhinagar,dehgam,castor seed,other,faq,2023-07-28,6220.0,6295.0,6257.0
gujarat,gandhinagar,dehgam,guar,other,faq,2023-07-28,5400.0,5700.0,5550.0
gujarat,gandhinagar,dehgam,paddy(dhan)(common),other,faq,2023-07-28,1875.0,2025.0,1950.0
gujarat,gandhinagar,dehgam,wheat,other,faq,2023-07-28,2290.0,2335.0,2312.0
gujarat,gandhinagar,mansa(manas veg yard),bhindi(ladies finger),other,faq,2023-07-28,2000.0,3500.0,2750.0
gujarat,gandhinagar,mansa(manas veg yard),bottle gourd,other,faq,2023-07-28,1500.0,2500.0,1500.0
gujarat,gandhinagar,mansa(manas veg yard),brinjal,brinjal,faq,2023-07-28,3000.0,3500.0,3000.0
gujarat,gandhinagar,mansa(manas veg yard),brinjal,round,faq,2023-07-28,2500.0,3500.0,3000.0
gujarat,gandhinagar,mansa(manas veg yard),brinjal,round/long,faq,2023-07-28,3000.0,4000.0,3500.0
gujarat,gandhinagar,mansa(manas veg yard),cabbage,other,faq,2023-07-28,1500.0,1500.0,1500.0
gujarat,gandhinagar,mansa(manas veg yard),cauliflower,other,faq,2023-07-28,4500.0,4500.0,4500.0
gujarat,gandhinagar,mansa(manas veg yard),cucumbar(kheera),other,faq,2023-07-28,2000.0,3000.0,2500.0
gujarat,gandhinagar,mansa(manas veg yard),green chilli,other,faq,2023-07-28,5500.0,6000.0,5500.0
gujarat,gandhinagar,mansa(manas veg yard),lemon,other,faq,2023-07-28,1200.0,1200.0,1200.0
gujarat,jamnagar,dhrol,bajra(pearl millet/cumbu),other,faq,2023-07-28,1845.0,2050.0,1950.0
gujarat,jamnagar,dhrol,bengal gram(gram)(whole),other,faq,2023-07-28,4300.0,4750.0,4525.0
gujarat,jamnagar,dhrol,cotton,other,faq,2023-07-28,5075.0,6950.0,6015.0
gujarat,jamnagar,dhrol,cummin seed(jeera),other,faq,2023-07-28,50000.0,57500.0,53750.0
gujarat,jamnagar,dhrol,groundnut,other,faq,2023-07-28,5700.0,8125.0,6915.0
gujarat,jamnagar,dhrol,jowar(sorghum),other,faq,2023-07-28,3750.0,4700.0,4225.0
gujarat,jamnagar,dhrol,"sesamum(sesame,gingelly,til)",other,faq,2023-07-28,12500.0,16850.0,14675.0
gujarat,jamnagar,dhrol,wheat,other,faq,2023-07-28,2200.0,2560.0,2380.0
gujarat,junagarh,kodinar,bajra(pearl millet/cumbu),hybrid,faq,2023-07-28,2000.0,2285.0,2125.0
gujarat,junagarh,kodinar,black gram (urd beans)(whole),other,faq,2023-07-28,6250.0,9125.0,8600.0
gujarat,junagarh,kodinar,castor seed,other,faq,2023-07-28,5400.0,6260.0,5750.0
gujarat,junagarh,kodinar,groundnut,g20,faq,2023-07-28,6875.0,8590.0,8100.0
gujarat,junagarh,kodinar,soyabean,other,faq,2023-07-28,4500.0,4890.0,4725.0
gujarat,junagarh,kodinar,wheat,medium fine,faq,2023-07-28,2125.0,2635.0,2475.0
gujarat,junagarh,talalagir,bhindi(ladies finger),other,faq,2023-07-28,2500.0,4000.0,3500.0
gujarat,junagarh,talalagir,brinjal,other,faq,2023-07-28,2000.0,5000.0,3500.0
gujarat,junagarh,talalagir,cabbage,other,faq,2023-07-28,1500.0,3500.0,2500.0
gujarat,junagarh,talalagir,green chilli,other,faq,2023-07-28,3000.0,5000.0,4000.0
gujarat,junagarh,talalagir,guar,other,faq,2023-07-28,5000.0,7000.0,6000.0
gujarat,junagarh,talalagir,kartali (kantola),other,faq,2023-07-28,6000.0,8000.0,7000.0
gujarat,junagarh,talalagir,tomato,other,faq,2023-07-28,6000.0,10000.0,8000.0
gujarat,junagarh,visavadar,arhar (tur/red gram)(whole),other,faq,2023-07-28,8000.0,9380.0,8690.0
gujarat,junagarh,visavadar,castor seed,other,faq,2023-07-28,4500.0,5330.0,4915.0
gujarat,junagarh,visavadar,corriander seed,other,faq,2023-07-28,6425.0,7455.0,6940.0
gujarat,junagarh,visavadar,cummin seed(jeera),other,faq,2023-07-28,37500.0,46500.0,42000.0
gujarat,junagarh,visavadar,green gram (moong)(whole),other,faq,2023-07-28,6675.0,7955.0,7315.0
gujarat,junagarh,visavadar,ground nut seed,ground nut seed,faq,2023-07-28,9175.0,10505.0,9940.0
gujarat,junagarh,visavadar,groundnut,other,faq,2023-07-28,5750.0,8180.0,6965.0
gujarat,junagarh,visavadar,groundnut (split),groundnut(split),faq,2023-07-28,7000.0,8250.0,7625.0
gujarat,junagarh,visavadar,kulthi(horse gram),other,faq,2023-07-28,4610.0,4880.0,4745.0
gujarat,junagarh,visavadar,onion,onion,faq,2023-07-28,255.0,605.0,430.0
gujarat,junagarh,visavadar,"sesamum(sesame,gingelly,til)",black,faq,2023-07-28,15075.0,16005.0,15540.0
gujarat,junagarh,visavadar,"sesamum(sesame,gingelly,til)",white,faq,2023-07-28,15565.0,17305.0,16435.0
gujarat,junagarh,visavadar,soyabean,black,faq,2023-07-28,4575.0,4705.0,4640.0
gujarat,junagarh,visavadar,wheat,lokwan gujrat,faq,2023-07-28,2325.0,2525.0,2425.0
gujarat,mehsana,kadi,bajra(pearl millet/cumbu),deshi,faq,2023-07-28,2135.0,2385.0,2250.0
gujarat,mehsana,kadi,castor seed,caster,faq,2023-07-28,6250.0,6395.0,6350.0
gujarat,mehsana,kadi,guar seed(cluster beans seed),whole,faq,2023-07-28,5500.0,5790.0,5700.0
gujarat,mehsana,kadi,mustard,mustard,faq,2023-07-28,5250.0,5325.0,5290.0
gujarat,mehsana,kadi,paddy(dhan)(common),paddy,faq,2023-07-28,1800.0,2600.0,2200.0
gujarat,mehsana,kadi,"sesamum(sesame,gingelly,til)",white,faq,2023-07-28,15405.0,16605.0,16000.0
gujarat,mehsana,kadi,wheat,deshi,faq,2023-07-28,2150.0,2600.0,2450.0
gujarat,morbi,vankaner,corriander seed,other,faq,2023-07-28,6625.0,7150.0,7000.0
gujarat,morbi,vankaner,cummin seed(jeera),other,faq,2023-07-28,37000.0,56875.0,54000.0
gujarat,morbi,vankaner,"sesamum(sesame,gingelly,til)",other,faq,2023-07-28,16325.0,17325.0,17000.0
gujarat,morbi,vankaner,wheat,other,faq,2023-07-28,2275.0,2500.0,2350.0
gujarat,morbi,vankaner(sub yard),bhindi(ladies finger),other,faq,2023-07-28,5000.0,6000.0,5500.0
gujarat,morbi,vankaner(sub yard),brinjal,other,faq,2023-07-28,4000.0,5000.0,4500.0
gujarat,morbi,vankaner(sub yard),cabbage,other,faq,2023-07-28,2000.0,2500.0,2250.0
gujarat,morbi,vankaner(sub yard),capsicum,other,faq,2023-07-28,9000.0,10500.0,10000.0
gujarat,morbi,vankaner(sub yard),cauliflower,other,faq,2023-07-28,5000.0,6000.0,5500.0
gujarat,morbi,vankaner(sub yard),guar,other,faq,2023-07-28,8000.0,9000.0,8500.0
gujarat,morbi,vankaner(sub yard),lemon,other,faq,2023-07-28,1000.0,2000.0,1500.0
